id, created_time, status_type,link, likes, shares, comments
124955570892789_1006113169443687, 2016-03-19T03:25:00+0000, shared_story, http://www.univision.com/noticias/destino2016/cuidadojoelaadvertenciadesandersalsheriffarpaio,12632, 1427, 685
124955570892789_1006110719443932, 2016-03-19T01:10:09+0000, shared_story, https://berniesanders.com/pressrelease/utahfeelsbern14000turnoutsanderssaltlakecity/?utmsource=facebookutmmedium=postutmcampaign=fb160318,71154, 7082, 1733
124955570892789_1005930482795289, 2016-03-18T20:28:24+0000, added_video, https://www.facebook.com/berniesanders/videos/1005930482795289/,48264, 18844, 975
124955570892789_1005779826143688, 2016-03-18T16:06:22+0000, shared_story, https://go.berniesanders.com/page/content/volunteerhub/?source=facebook,20202, 4857, 742
124955570892789_1005670266154644, 2016-03-18T13:08:46+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1005670266154644/?type=3,84456, 17400, 1361
124955570892789_1005436436178027, 2016-03-18T09:20:00+0000, shared_story, null,10289, null, 420
124955570892789_1005435812844756, 2016-03-18T06:12:01+0000, shared_story, null,7454, 4, 404
124955570892789_1005297929525211, 2016-03-18T03:08:00+0000, shared_story, https://www.facebook.com/WesternStatesforBernie/,5321, null, 404
124955570892789_1005297169525287, 2016-03-18T01:43:00+0000, shared_story, https://connect.berniesanders.com/,4935, 935, 285
124955570892789_1005188822869455, 2016-03-17T22:44:26+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1005188822869455/?type=3,15932, 6515, 902
124955570892789_1005051052883232, 2016-03-17T19:14:19+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1005051052883232/?type=3,98501, 28811, 1507
124955570892789_1004220389632965, 2016-03-17T15:43:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1004220389632965/?type=3,40569, 6104, 972
124955570892789_1004570029598001, 2016-03-17T12:49:01+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1004570029598001/?type=3,38838, 7329, 808
124955570892789_1004569639598040, 2016-03-17T03:36:23+0000, shared_story, null,12502, null, 679
124955570892789_1004509119604092, 2016-03-17T01:25:09+0000, shared_story, https://www.facebook.com/WesternStatesforBernie/videos/227646414251150/,12989, 2, 535
