id, created_time, status_type,link, likes, shares, comments
77590795932_10153286317960933, 2016-03-08T22:03:57+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153286317960933/?type=3,5666, 716, 181
77590795932_10153286098895933, 2016-03-08T20:27:31+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153286098895933/?type=3,5231, 1272, 300
77590795932_10153285979180933, 2016-03-08T19:40:00+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153285979180933/?type=3,198, 18, 66
77590795932_10153285698035933, 2016-03-08T18:14:00+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153285698035933/,1654, 1251, 132
77590795932_10153285639000933, 2016-03-08T17:20:00+0000, shared_story, http://johnkasich.com/March8/,912, 122, 124
77590795932_10153285550365933, 2016-03-08T16:09:33+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153285550365933/?type=3,8912, 2255, 477
77590795932_10153285320930933, 2016-03-08T13:52:09+0000, shared_story, https://www.facebook.com/JohnKasich/videos/10153284016645933/,2522, 1, 299
77590795932_10153284489835933, 2016-03-08T02:19:22+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153284489835933/?type=3,3846, 1060, 385
77590795932_10153284196870933, 2016-03-07T22:21:03+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153284196870933/,3188, 587, 326
77590795932_10153284016645933, 2016-03-07T20:25:00+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153284016645933/,1918, 754, 207
77590795932_10153283895375933, 2016-03-07T19:31:01+0000, shared_story, https://johnkasich.com/blogposts/kasichgainsmomentuminmichigan/,5626, 605, 300
77590795932_10153283861355933, 2016-03-07T18:13:38+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153283861355933/?type=3,2890, 509, 176
77590795932_10153283800900933, 2016-03-07T17:28:19+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153283798580933/?type=3,3383, 302, 152
77590795932_10153283735180933, 2016-03-07T16:47:36+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153283735180933/?type=3,2156, 505, 134
77590795932_10153282658335933, 2016-03-07T02:28:14+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153282657920933/?type=3,6215, 450, 406
77590795932_10153282614495933, 2016-03-07T02:24:21+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153282614495933/,1766, 725, 177
77590795932_10153282456120933, 2016-03-07T00:23:08+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153282456120933/,8151, 1880, 380
77590795932_10153282306345933, 2016-03-06T22:03:35+0000, added_photos, https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153282305635933/?type=3,3058, 415, 333
77590795932_10153282108425933, 2016-03-06T19:47:46+0000, added_video, https://www.facebook.com/JohnKasich/videos/10153282108425933/,2695, 695, 2013
